Java HotSpot(TM) 64-Bit Server VM (25.162-b12) for linux-amd64 JRE (1.8.0_162-b12), built on Dec 19 2017 21:15:48 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
2018-06-02T21:31:59.769+0800: 23.566: [GC (Allocation Failure) [PSYoungGen: 540096K->736K(515584K)] 548357K->9349K(599040K), 0.0017944 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:00.041+0800: 23.838: [GC (Allocation Failure) [PSYoungGen: 515296K->512K(493568K)] 523909K->9717K(577024K), 0.0015898 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:00.289+0800: 24.085: [GC (Allocation Failure) [PSYoungGen: 491008K->480K(467968K)] 500213K->10021K(551424K), 0.0017330 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:00.516+0800: 24.313: [GC (Allocation Failure) [PSYoungGen: 467936K->448K(448512K)] 477477K->10301K(531968K), 0.0013552 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:00.734+0800: 24.531: [GC (Allocation Failure) [PSYoungGen: 446400K->416K(425984K)] 456253K->10573K(509440K), 0.0016619 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:00.974+0800: 24.770: [GC (Allocation Failure) [PSYoungGen: 425888K->448K(408576K)] 436045K->10901K(492032K), 0.0013301 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:01.185+0800: 24.982: [GC (Allocation Failure) [PSYoungGen: 406464K->320K(388096K)] 416917K->11061K(471552K), 0.0020352 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:01.376+0800: 25.173: [GC (Allocation Failure) [PSYoungGen: 387904K->288K(371712K)] 398645K->11301K(455168K), 0.0014882 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:01.554+0800: 25.351: [GC (Allocation Failure) [PSYoungGen: 369952K->288K(353280K)] 380965K->11549K(436736K), 0.0018389 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
2018-06-02T21:32:01.727+0800: 25.524: [GC (Allocation Failure) [PSYoungGen: 353056K->384K(338944K)] 364317K->11901K(422400K), 0.0023422 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:01.920+0800: 25.717: [GC (Allocation Failure) [PSYoungGen: 337280K->288K(322048K)] 348797K->12037K(405504K), 0.0020821 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:02.083+0800: 25.880: [GC (Allocation Failure) [PSYoungGen: 321824K->256K(309248K)] 333573K->12229K(392704K), 0.0011921 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:02.241+0800: 26.038: [GC (Allocation Failure) [PSYoungGen: 307456K->288K(293888K)] 319429K->12485K(377344K), 0.0019967 secs] [Times: user=0.00 sys=0.01, real=0.01 secs] 
2018-06-02T21:32:02.381+0800: 26.178: [GC (Allocation Failure) [PSYoungGen: 293664K->256K(282624K)] 305861K->12661K(366080K), 0.0013665 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:02.518+0800: 26.315: [GC (Allocation Failure) [PSYoungGen: 280832K->256K(268800K)] 293237K->12861K(352256K), 0.0015362 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:02.651+0800: 26.448: [GC (Allocation Failure) [PSYoungGen: 268544K->288K(336896K)] 281149K->13077K(420352K), 0.0016572 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:02.826+0800: 26.622: [GC (Allocation Failure) [PSYoungGen: 335648K->320K(419840K)] 348437K->13293K(503296K), 0.0023089 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:03.047+0800: 26.844: [GC (Allocation Failure) [PSYoungGen: 419648K->384K(401408K)] 432621K->13581K(484864K), 0.0012735 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:03.252+0800: 27.049: [GC (Allocation Failure) [PSYoungGen: 400256K->320K(381952K)] 413453K->13797K(465408K), 0.0017758 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:03.438+0800: 27.235: [GC (Allocation Failure) [PSYoungGen: 381760K->288K(365568K)] 395237K->14037K(449024K), 0.0014778 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:03.618+0800: 27.415: [GC (Allocation Failure) [PSYoungGen: 364320K->288K(348160K)] 378069K->14285K(431616K), 0.0016194 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:03.789+0800: 27.585: [GC (Allocation Failure) [PSYoungGen: 347936K->256K(332800K)] 361933K->14501K(416256K), 0.0015005 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:03.979+0800: 27.776: [GC (Allocation Failure) [PSYoungGen: 332032K->256K(317440K)] 346277K->14733K(400896K), 0.0013729 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:04.143+0800: 27.940: [GC (Allocation Failure) [PSYoungGen: 317184K->256K(303616K)] 331661K->14965K(387072K), 0.0019373 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:04.296+0800: 28.093: [GC (Allocation Failure) [PSYoungGen: 302848K->256K(289792K)] 317557K->15189K(373248K), 0.0015737 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:04.434+0800: 28.231: [GC (Allocation Failure) [PSYoungGen: 289536K->288K(277504K)] 304469K->15413K(360960K), 0.0015595 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:04.577+0800: 28.374: [GC (Allocation Failure) [PSYoungGen: 276768K->768K(335872K)] 291893K->16085K(419328K), 0.0021014 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:04.741+0800: 28.538: [GC (Allocation Failure) [PSYoungGen: 335616K->256K(406016K)] 350933K->16269K(489472K), 0.0024218 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:05.020+0800: 28.817: [GC (Allocation Failure) [PSYoungGen: 405760K->352K(491520K)] 421773K->16581K(574976K), 0.0024772 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:05.312+0800: 29.109: [GC (Allocation Failure) [PSYoungGen: 491360K->448K(595456K)] 507589K->16957K(678912K), 0.0031774 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:05.605+0800: 29.402: [GC (Allocation Failure) [PSYoungGen: 594880K->480K(566784K)] 611389K->17309K(650240K), 0.0017322 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:05.898+0800: 29.695: [GC (Allocation Failure) [PSYoungGen: 566752K->384K(540672K)] 583581K->17581K(624128K), 0.0026263 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:06.177+0800: 29.974: [GC (Allocation Failure) [PSYoungGen: 540032K->448K(515072K)] 557229K->18005K(598528K), 0.0017775 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:06.428+0800: 30.225: [GC (Allocation Failure) [PSYoungGen: 515008K->480K(491520K)] 532565K->18389K(574976K), 0.0017492 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
